rooftop_area,dwellers,roof_material,annual_rainfall,aquifer_depth,soil_type,slope,drainage_density,runoff_coefficient,deterministic_liters,observed_liters,harvested_m3,annual_demand_m3,harvest_demand_ratio,suitability_score,cost_estimation
79.38467998164248,2,tiles,1490.341756564837,35.2,sandy,14.821710653732701,1.1273556235763251,0.846,100136.26,95387.52,95.388,98.55,0.968,0.2924,70170.98
156.70057733045206,3,metal,1129.5249814036786,2.9,loamy,10.087218149869894,0.3470453527290608,0.962,170336.81,154996.2,154.996,147.825,1.049,0.3544,114921.38
181.85997134975707,1,concrete,1442.071354756696,38.0,loamy,7.571668116236789,0.1,0.921,241527.77,241395.94,241.396,49.275,4.899,0.7017,169478.44
175.8768071469719,3,metal,694.7146951566506,42.8,loamy,4.621611917334479,1.3385182257126735,0.925,113052.84,104260.59,104.261,147.825,0.705,0.3899,86551.05
69.64694860664169,4,tiles,1027.558303759306,50.5,loamy,6.916560601482503,1.7444974788581797,0.815,58314.34,43526.04,43.526,197.1,0.221,0.3231,38637.5
101.44725744892713,2,metal,593.5436811022431,9.8,clay,10.992452140581197,0.8026482116085566,0.936,56335.58,49481.82,49.482,98.55,0.502,0.2687,46355.53
139.87580588421383,4,tiles,288.9422060479401,16.1,clay,12.217063117311962,1.605819254207167,0.808,32671.22,25057.79,25.058,197.1,0.127,0.2234,36120.39
178.53270762734155,1,tiles,1159.8529112554668,49.8,loamy,6.299897760577605,1.4010213360294026,0.789,163359.34,146769.94,146.77,49.275,2.979,0.558,112343.5
91.2495457292826,2,thatch,740.1056789687287,53.3,clay,4.59582157603212,1.3336185126287803,0.587,39646.38,32146.89,32.147,98.55,0.326,0.3289,34781.83
108.86046140017098,4,asphalt,551.4701675101453,4.0,sandy,7.366633459503003,0.9151479842825625,0.9,54006.64,53600.25,53.6,197.1,0.272,0.322,48046.2
53.61990155963831,4,metal,414.1528012679736,44.1,loamy,7.6495403679661065,0.7019335677916101,0.93,20655.61,19335.29,19.335,197.1,0.098,0.3044,22392.12
48.22760255515975,2,metal,963.9557794438308,63.2,sandy,3.3907310467524177,1.172060995702196,0.929,43194.59,41942.23,41.942,98.55,0.426,0.3812,34988.1
168.75154934365187,3,tiles,922.4492117746847,7.4,sandy,6.137080701299504,1.3240075074240705,0.793,123499.83,114174.33,114.174,147.825,0.772,0.3777,90379.75
201.37440171424936,4,tiles,730.7869826288138,34.2,loamy,7.1839189825371506,0.3696866849365238,0.825,121361.32,102406.05,102.406,197.1,0.52,0.3446,88192.07
115.67939270517996,4,metal,664.0320233483322,27.5,clay,9.941448496111807,0.8378543272209509,0.971,74577.42,68370.41,68.37,197.1,0.347,0.2682,59325.38
180.21197387352146,3,metal,1168.1282564538828,73.3,loamy,14.235772914289665,0.9053329773249129,0.977,205633.45,173520.5,173.52,147.825,1.174,0.3163,128575.19
141.69816150285806,3,concrete,100.0,16.5,loamy,12.448466835956824,0.8589035093623179,0.916,12974.82,11934.87,11.935,147.825,0.081,0.2469,27464.32
81.29281472369254,3,asphalt,1120.8398325102005,26.8,sandy,10.753779371189529,0.6624466841886943,0.898,81796.25,75000.42,75.0,147.825,0.507,0.3019,58129.54
141.68373633050484,2,asphalt,1062.8249284707408,72.1,sandy,2.593753015921436,0.33368479015821906,0.835,125738.55,112889.66,112.89,98.55,1.146,0.4499,86902.17
212.28219398795815,3,metal,469.36587576072185,27.8,loamy,8.836769025643793,0.8478691150519859,0.99,98641.64,87390.35,87.39,147.825,0.591,0.3312,80360.68
117.8504376534029,4,concrete,222.98851222308383,43.4,sandy,16.740666855103775,0.8611389913824524,0.95,24963.04,22917.06,22.917,197.1,0.116,0.1997,30535.28
213.87861934884037,5,metal,1105.9956706777057,4.6,clay,3.704689904815104,0.763619598524618,0.925,218867.39,160306.84,160.307,246.375,0.651,0.3661,125780.14
10.0,5,concrete,489.16368624157207,78.8,rocky,6.568003519077538,1.3246661520367145,0.887,4337.66,3395.42,3.395,246.375,0.014,0.2351,8287.25
169.31415026251344,1,tiles,1450.6867204987416,66.3,loamy,11.79966686593991,0.3156897998371726,0.81,198917.29,157590.81,157.591,49.275,3.198,0.5119,117840.41
125.22282409429027,5,tiles,1641.3235768956292,51.5,sandy,3.790406223306966,1.1401966051513852,0.801,164707.67,140612.23,140.612,246.375,0.571,0.3885,101889.62
102.05955897204795,4,concrete,1049.3649466277834,6.7,sandy,12.195912325534739,0.10313486225188406,0.903,96699.82,92631.91,92.632,197.1,0.47,0.282,70785.1
125.50564659213013,2,metal,864.5051442254903,7.8,rocky,5.924718325727383,0.9668768885902119,0.951,103190.68,88616.2,88.616,98.55,0.899,0.3157,73857.93
10.0,2,concrete,823.3411212530822,44.5,loamy,8.308527013570938,0.1,0.928,7640.73,6297.54,6.298,98.55,0.064,0.2939,9858.52
106.81968672974928,1,asphalt,302.9209125984902,24.2,sandy,7.265522991000277,0.5550712276361849,0.88,28462.3,26306.7,26.307,49.275,0.534,0.3449,31465.99
141.4267542907048,3,metal,799.9967239436547,50.6,loamy,9.21637016733686,0.9890259874950661,0.951,107579.43,103026.54,103.027,147.825,0.697,0.3355,82090.02
208.67364268449097,5,metal,739.4626108532827,48.7,sandy,4.005576068915919,0.28749411277414205,0.962,148409.05,173412.75,173.413,246.375,0.704,0.397,129915.01
88.90378690358116,1,tiles,677.3391023679075,67.4,clay,3.4457744517035933,0.2907319728196145,0.77,46343.19,41680.4,41.68,49.275,0.846,0.3852,40232.18
71.49038382640875,2,tiles,1037.127343840807,23.9,sandy,7.6583751577318075,1.4909472301511961,0.808,59889.44,51174.06,51.174,98.55,0.519,0.3391,42853.47
89.8945773849278,3,asphalt,945.9582953880605,47.1,sandy,6.068935364154081,0.20221178370811377,0.888,75482.59,76022.98,76.023,147.825,0.514,0.3572,59603.25
174.92412706212446,3,concrete,1175.1659544487088,62.6,loamy,6.410609640686145,0.9405825669414375,0.895,183974.49,168105.66,168.106,147.825,1.137,0.4047,124755.2
139.72506657958107,3,concrete,744.7523267841977,40.3,clay,4.5837757098857335,1.7380205275676341,0.874,90943.86,75987.88,75.988,147.825,0.514,0.3445,66661.11
88.21438777397768,3,concrete,1110.9174315083308,66.8,loamy,8.807633881062308,1.0712109750985013,0.908,88970.06,80668.44,80.668,147.825,0.546,0.3278,62928.22
150.79604598680137,5,asphalt,902.7832186809184,12.2,sandy,1.0725723947876362,1.0144717177606586,0.867,118053.09,113161.83,113.162,246.375,0.459,0.411,87976.7
125.82465296088242,4,tiles,1108.7400498844586,59.2,sandy,10.891606724907147,0.6432267249391527,0.815,113682.31,107911.83,107.912,197.1,0.547,0.3036,82329.56
178.11869943197337,3,tiles,872.7995585458694,75.6,sandy,11.116693219508274,0.644935966422155,0.84,130538.69,115522.49,115.522,147.825,0.781,0.3203,92125.36
77.87681436735886,5,metal,1522.31322042585,27.9,sandy,7.352825138289316,0.9161126339127725,0.957,113414.77,91098.23,91.098,246.375,0.37,0.3303,67446.62
100.3402712041339,4,tiles,100.0,30.6,sandy,6.405098949267299,0.1,0.795,7976.29,6915.21,6.915,197.1,0.035,0.3137,19183.16
96.47351081207054,1,concrete,1118.9661011075316,8.5,sandy,11.88820130202355,1.506361133640235,0.92,99307.27,89632.23,89.632,49.275,1.819,0.397,68426.69
32.189103112072885,3,metal,1199.761240741002,52.0,loamy,13.890833116753388,1.1037851223028954,0.99,38233.05,34161.43,34.161,147.825,0.231,0.2425,28973.28
137.76721662387456,3,metal,456.6343511554886,45.1,loamy,11.49521533346697,0.1261055402011867,0.99,62280.15,61012.5,61.012,147.825,0.413,0.2854,56486.36
135.66331633079335,1,tiles,1538.7378803699203,5.1,loamy,7.291495299764844,1.513012145734316,0.814,169900.68,142603.9,142.604,49.275,2.894,0.5394,105213.98
120.30680739854765,5,concrete,907.8209297747527,60.7,loamy,6.3561433383025205,1.3396217544575146,0.887,96928.55,85157.69,85.158,246.375,0.346,0.3399,69087.75
105.92477199749118,3,asphalt,856.3580130687935,66.7,loamy,14.501116012872814,1.219544446864447,0.949,86116.81,69836.43,69.836,147.825,0.472,0.2553,58341.74
35.07775547697514,2,tiles,1029.9543015988502,72.8,clay,2.031028248269525,2.1181315092895914,0.767,27726.82,21666.83,21.667,98.55,0.22,0.3501,22034.04
94.76128063407846,3,metal,1210.6263983891827,44.6,rocky,5.558822914090122,1.0481681128425087,0.987,113271.88,86746.79,86.747,147.825,0.587,0.2942,68893.23
99.43712900839384,3,tiles,946.2758424242272,37.3,sandy,5.311974417202644,1.7650806079397245,0.798,75120.02,63536.58,63.537,147.825,0.43,0.3591,53065.66
71.86336384670287,3,metal,935.2379092663451,70.3,loamy,6.4079817689167955,1.0127557020124232,0.939,63141.27,60976.45,60.976,147.825,0.412,0.3448,49347.11
110.32285730003946,1,concrete,1193.2433992195727,33.1,loamy,3.790197501856346,1.2262130480375095,0.905,119152.62,110130.25,110.13,49.275,2.235,0.5259,82993.02
144.2430514088723,5,tiles,1239.095982458406,53.1,sandy,15.629343388042876,0.7233286883403807,0.844,150808.08,136173.25,136.173,246.375,0.553,0.2487,101128.25
233.1711540726318,1,asphalt,1017.8015284225712,50.0,rocky,10.549707920613322,0.1,0.917,217530.64,187999.08,187.999,49.275,3.815,0.5024,146945.84
130.47466876991035,4,concrete,358.3362910921246,31.0,clay,14.603288805549717,0.1,0.95,44409.41,36856.52,36.857,197.1,0.187,0.2005,42118.5
135.45302344336585,2,tiles,543.5091469523234,8.8,sandy,4.118728790601291,0.9577764555003742,0.768,56540.87,51533.39,51.533,98.55,0.523,0.3807,49465.34
115.53324505402996,3,tiles,1279.6337123281548,3.7,clay,6.2066275321563555,0.8813716868881971,0.805,118956.93,112515.03,112.515,147.825,0.761,0.346,85795.34
10.0,4,concrete,802.6789285534643,35.4,clay,2.4314504139372217,0.41001490381634564,0.897,7201.52,6287.99,6.288,197.1,0.032,0.3299,9922.79
118.40916747304699,3,concrete,690.48399479595,39.5,loamy,3.743358234040678,0.8614168334785292,0.896,73253.94,61044.14,61.044,147.825,0.413,0.376,54414.67
123.61381259646159,8,tiles,1053.9876421084944,66.2,clay,10.882478163035582,1.2250678170834113,0.855,111334.41,89531.14,89.531,394.2,0.227,0.2473,72934.27
267.79452674911715,2,metal,1010.5856667456,34.3,loamy,3.865193899474579,1.6454595630917261,0.951,257250.35,206210.33,206.21,98.55,2.092,0.5133,157648.0
108.45834211313264,2,asphalt,823.6526344092065,23.9,loamy,0.862380846237014,0.6539289899838363,0.854,76331.85,70481.49,70.481,98.55,0.715,0.4346,59002.4
138.09284054001674,1,tiles,1160.243057576465,38.0,sandy,3.006683385380539,1.1964583666444661,0.794,127253.89,110597.74,110.598,49.275,2.245,0.5359,85167.93
117.9172938176854,1,metal,456.1948794539111,20.6,sandy,8.29291984608537,1.8696144696704322,0.957,51459.49,48290.73,48.291,49.275,0.98,0.3697,45766.17
49.87931774282808,5,thatch,293.6488404978039,9.1,clay,8.123786654992564,1.3750014122793863,0.623,9122.58,7399.75,7.4,246.375,0.03,0.2632,15175.97
188.56936887090123,2,metal,1425.903962797792,10.8,rocky,8.360657893485245,0.6152675153675318,0.974,261887.03,222611.27,222.611,98.55,2.259,0.3995,162137.94
165.11598196120644,1,asphalt,507.01789794122175,26.9,loamy,7.218992281032952,1.0506988946315414,0.866,72525.48,63004.9,63.005,49.275,1.279,0.4069,60635.47
167.46191682258282,2,metal,383.55862820900904,3.0,sandy,3.166717059545173,1.0923866705757876,0.956,61423.62,55775.83,55.776,98.55,0.566,0.3954,55211.69
65.43675271231567,5,tiles,785.8421071710975,19.2,clay,1.4148920570079178,1.31873031075708,0.827,42513.61,30619.56,30.62,246.375,0.124,0.3494,30896.96
204.16765865616594,4,concrete,889.6394816117,63.4,sandy,12.916586342467271,1.0195312160601255,0.951,172645.18,154113.84,154.114,197.1,0.782,0.2993,117885.07
35.88893623246315,4,tiles,732.5687073875512,20.3,clay,10.180057078248007,1.2418152044931126,0.785,20646.4,16865.75,16.866,197.1,0.086,0.2438,19246.68
155.21142562801623,4,metal,820.0461743940056,10.6,loamy,5.017271600655406,1.509843071697183,0.942,119841.07,108866.93,108.867,197.1,0.552,0.3726,87082.99
251.4273375485987,4,metal,402.5188162776847,76.0,loamy,18.253049736135697,0.4740895732787227,0.974,98614.6,92584.76,92.585,197.1,0.47,0.2112,87705.01
60.5678204921587,1,metal,1149.8198209481677,50.6,sandy,13.176924152136122,0.3396976451461684,0.985,68600.84,62298.38,62.298,49.275,1.264,0.3361,48435.81
86.02213622383368,3,asphalt,364.63153633232116,6.7,loamy,0.937872022216909,1.3044132491039293,0.873,27395.66,24692.4,24.692,147.825,0.167,0.3885,29105.83
125.97908190525847,1,metal,907.8775722728523,6.9,clay,5.141171962119672,0.9233617968845468,0.936,107092.59,97491.72,97.492,49.275,1.979,0.459,77982.62
89.79146075302805,4,tiles,981.8709473157941,49.7,sandy,13.79269791464239,1.431555483331107,0.882,77730.13,66757.6,66.758,197.1,0.339,0.2525,54033.71
26.960194136032044,4,tiles,1127.1145796379024,44.1,loamy,3.360567659387723,1.5438370855788297,0.734,22309.95,18223.26,18.223,197.1,0.092,0.354,18845.66
124.11377848836165,3,asphalt,979.5710312338708,7.3,clay,4.618885948067302,0.1,0.873,106153.91,102546.93,102.547,147.825,0.694,0.359,80801.24
56.26177717643371,3,metal,519.0944287372722,19.5,sandy,1.400405428070432,0.5814823987717199,0.94,27440.81,23268.71,23.269,147.825,0.157,0.3823,24587.41
148.4155458381109,3,asphalt,756.0692165490674,74.5,sandy,6.643130551773522,0.9374284586489773,0.864,96932.1,80178.97,80.179,147.825,0.542,0.3528,67948.94
64.83454594597181,4,metal,653.607702621427,46.6,sandy,1.6044235822318071,0.48814490099518004,0.911,38616.11,32010.11,32.01,197.1,0.162,0.3803,30689.52
212.99606430105237,2,tiles,349.4414503832377,36.3,sandy,0.7859510144491415,0.7635176403863912,0.794,59101.28,58163.47,58.163,98.55,0.59,0.4252,61197.69
73.00480245982578,3,tiles,1052.4508940064,21.5,loamy,0.9638143147522439,0.3606607169977062,0.818,62879.93,59378.8,59.379,147.825,0.402,0.4076,48511.8
100.67630902765947,4,metal,635.1688979977305,12.4,sandy,3.0963119651175366,0.7807027703072462,0.981,62757.2,55588.79,55.589,197.1,0.282,0.3728,48420.91
168.81103304218018,5,metal,952.0546974375426,33.4,clay,5.369487212677509,0.5169841715841355,0.945,151864.35,123920.73,123.921,246.375,0.503,0.3345,98765.71
46.148141013962686,2,concrete,861.111966802878,73.9,clay,6.706375321088738,1.1723119767748498,0.936,37177.89,29366.05,29.366,98.55,0.298,0.3019,27926.67
133.64759607624777,2,concrete,502.4471056797843,5.8,sandy,2.231166451965785,1.4512100831868209,0.885,59413.74,62138.85,62.139,98.55,0.631,0.4116,55648.07
198.4285652569457,1,asphalt,479.05801594179775,79.3,clay,11.378210719568878,1.2043726955913452,0.93,88426.07,68711.93,68.712,49.275,1.394,0.3379,69046.45
23.551005926326354,2,concrete,782.7261048253087,18.2,loamy,8.428517856917948,2.298872641051224,0.913,16828.93,14474.63,14.475,98.55,0.147,0.2993,16228.29
131.07803151193826,4,asphalt,440.2738123555851,33.9,loamy,1.8568231613745882,1.4694319003903038,0.842,48568.37,38256.08,38.256,197.1,0.194,0.38,42110.08
135.5929676549054,2,concrete,1246.0715749825283,5.5,sandy,10.44359251182937,1.4506748921351211,0.959,162074.24,151278.03,151.278,98.55,1.535,0.3904,109326.11
166.90937230663863,2,thatch,1370.7314067571674,47.6,loamy,8.254202526743864,0.9589487049881439,0.654,149517.78,126315.05,126.315,98.55,1.282,0.3951,98815.24
45.78295734731509,4,tiles,1174.0602523885527,39.7,sandy,3.4316244037622123,0.8465712184426144,0.784,42127.68,43015.11,43.015,197.1,0.218,0.3636,35387.36
40.772603214943416,3,tiles,1022.1746577694547,54.0,clay,6.223522733102996,1.6365537825154406,0.825,34377.05,28496.82,28.497,147.825,0.193,0.2989,26786.94
151.31649393701386,4,metal,921.4473150810259,44.3,loamy,5.858603882165838,0.8734850218212743,0.951,132652.88,129242.92,129.243,197.1,0.656,0.3714,98887.93
137.81908039399116,1,concrete,533.2464774610125,33.1,loamy,12.019631364117519,1.0174606196340896,0.979,71927.37,64422.97,64.423,49.275,1.307,0.3532,58538.25
135.0295710207526,3,metal,1189.6463620084555,59.5,clay,5.545392333631243,0.9139081165254622,0.923,148247.28,126923.38,126.923,147.825,0.859,0.3618,96682.43
140.78689256981855,6,metal,1379.7938542317502,4.0,sandy,10.260765496095257,1.269978992281379,0.973,188961.07,177917.33,177.917,295.65,0.602,0.3155,125829.09
79.19851670529056,3,tiles,781.1998889665314,44.2,clay,7.443663400999906,1.4457639878942072,0.783,48461.01,37899.27,37.899,147.825,0.256,0.2899,36847.39
133.9352218296602,1,tiles,887.2841711295673,10.9,sandy,7.451416455655015,1.53216377582462,0.781,92756.31,84714.58,84.715,49.275,1.719,0.4406,69222.27
137.58434839792088,3,metal,617.2549143035826,36.0,sandy,15.852024567929368,0.8481238643183516,0.99,84075.37,76578.61,76.579,147.825,0.518,0.2432,64705.6
77.13891491841792,6,concrete,784.06699950975,63.7,loamy,2.355391183396136,1.0910799286346717,0.878,53089.25,48140.45,48.14,295.65,0.163,0.3716,42215.27
231.94647066868538,4,concrete,459.85798915100776,13.1,clay,2.6153469545108674,1.1656829556996562,0.868,92567.05,82145.53,82.146,197.1,0.417,0.3595,80961.16
148.42997525470724,4,metal,798.76001713723,75.0,clay,6.206481502913212,1.7321013068310651,0.973,115332.28,94155.17,94.155,197.1,0.478,0.3226,78562.55
48.52179016784109,1,concrete,1051.4418486568668,71.3,sandy,1.665350362058434,0.10692449315258101,0.909,46390.61,40898.49,40.898,49.275,0.83,0.4347,34391.27
159.3932165180298,5,tiles,1013.8057989928321,34.4,loamy,4.617055575839993,1.0057227264439923,0.808,130623.13,123810.56,123.811,246.375,0.503,0.3732,96500.8
61.51909978636071,1,metal,987.7410022553923,2.5,sandy,14.379373626620481,0.678465670505358,0.959,58295.55,54509.34,54.509,49.275,1.106,0.309,43857.51
167.22507622454714,5,tiles,100.0,63.6,sandy,10.689166756544054,0.7337357294426765,0.835,13967.24,13456.85,13.457,246.375,0.055,0.2653,29796.62
189.51573474044426,2,concrete,916.8029709690517,70.7,sandy,12.331119481054165,0.574755133654693,0.943,163888.38,154459.78,154.46,98.55,1.567,0.371,116627.44
70.75906089889737,1,tiles,1114.6033762682955,15.6,loamy,4.6389525988775056,1.269560642236448,0.781,61623.72,54304.92,54.305,49.275,1.102,0.4225,45224.93
177.80256775465932,3,metal,896.9314507261569,73.5,sandy,3.5854918174177186,0.1,0.95,151478.09,141643.22,141.643,147.825,0.958,0.4229,107766.19
144.7668556161899,6,tiles,1297.3938799102143,73.3,clay,8.012666214018592,0.9307722252467167,0.805,151180.53,117635.08,117.635,295.65,0.398,0.2949,92229.23
169.3236095996694,3,metal,865.1088165300739,38.8,clay,8.63157622055066,0.1,0.952,139415.69,110368.1,110.368,147.825,0.747,0.3165,90693.07
